5.919029005896057870e-32 2.123895850858481538e-11 1.624396728239219101e-10 5.810201209044407733e-10 1.499020907402837111e-09
5.477623236449008566e-32 1.954644605894895193e-11 1.498224183604790483e-10 5.375742073709943725e-10 1.391524007132716179e-09
5.507642423433132733e-32 1.927201453977289702e-11 1.470382426926875041e-10 5.263409708078370386e-10 1.360721757492910911e-09
5.715931793938386324e-32 2.108172143799880160e-11 1.626145745836637957e-10 5.862124119460077054e-10 1.526267778828582777e-09
6.400026012825977229e-32 2.270364972412064475e-11 1.738067884060612300e-10 6.235146288169346462e-10 1.614886446787977548e-09
5.991872627574988794e-32 2.249353828198685790e-11 1.735146054615555045e-10 6.222207193928852575e-10 1.604981147984574363e-09
5.390335727934348785e-32 1.855904319114642931e-11 1.425742857108502903e-10 5.165797789530301998e-10 1.356195045154606760e-09
6.216172231138441940e-32 2.163899268103897100e-11 1.656141473960204280e-10 5.946781955756819116e-10 1.540622851514683589e-09
6.315038359008701253e-32 2.268758098056267158e-11 1.723167442069239996e-10 6.104678429430521192e-10 1.556524797940994631e-09
5.955212485255894113e-32 2.261144917137247745e-11 1.737876370588864461e-10 6.220163273340517662e-10 1.606817567889606835e-09
5.566979027273940162e-32 2.113483867083321144e-11 1.642549984914865036e-10 5.947026204822236650e-10 1.552852957331651851e-09
6.071331343713172140e-32 2.262906181882406997e-11 1.708867769512067980e-10 6.014811426702237895e-10 1.529828042023950729e-09
6.205250713124952067e-32 2.130473922279385590e-11 1.627173951135318930e-10 5.832521687842984193e-10 1.506681224228145766e-09
5.720396321482809372e-32 1.988064921021326370e-11 1.527271781265326922e-10 5.521939572261658213e-10 1.444859232258011161e-09
6.479071542699846541e-32 2.408510543783215496e-11 1.852256820145115057e-10 6.647216110877707251e-10 1.721844000712735578e-09
6.017909827445702462e-32 2.256856854176980676e-11 1.735256799362261404e-10 6.230174154353562699e-10 1.617818656818315048e-09
5.971208612381883801e-32 2.034786401872157313e-11 1.545350375442566815e-10 5.526378243914109589e-10 1.429200202629488103e-09
5.575872229785086178e-32 1.998389127788602337e-11 1.544166461364682164e-10 5.599690711122207176e-10 1.468433041829086960e-09
6.077650213596017346e-32 2.262064147107167855e-11 1.728356763264216056e-10 6.146282927055324308e-10 1.573940866528289462e-09
6.201709536393099925e-32 2.200965278087441135e-11 1.675367067299760038e-10 5.962142446414020469e-10 1.528948523343842680e-09
5.411573384370655053e-32 1.955641378004191466e-11 1.512339975473508957e-10 5.475110920194481423e-10 1.430845442129680123e-09
6.104058281934415446e-32 2.287803800571364121e-11 1.779837111026694174e-10 6.469816904441927363e-10 1.699228868723423602e-09
6.370491717261567255e-32 2.129552784113641906e-11 1.624275020040144568e-10 5.838871053320815463e-10 1.515257141981862787e-09
5.614896291243684479e-32 1.933848567392537632e-11 1.479236177992504508e-10 5.315237694425434256e-10 1.378247405092736244e-09
