3.333333324917475693e-06 4.306785740482155234e-06 5.755131951445946470e-06 7.815960088919382542e-06 1.069427617039764300e-05
3.333333324917475693e-06 4.352137693786062300e-06 5.849967237736564130e-06 7.975493645062670112e-06 1.094663002731977031e-05
3.333333324917475693e-06 4.324281690060161054e-06 5.790698196506127715e-06 7.875211849750485271e-06 1.078850164049072191e-05
3.333333324917475693e-06 4.461825938051333651e-06 6.142792699392884970e-06 8.574170351494103670e-06 1.204724685521796346e-05
3.333333324917475693e-06 4.397086286189733073e-06 5.950359081907663494e-06 8.151706424541771412e-06 1.123214951803674921e-05
3.333333324917475693e-06 4.228778834658442065e-06 5.539578978641657159e-06 7.374039341812022030e-06 9.892291927826590836e-06
3.333333324917475693e-06 4.582812380249379203e-06 6.485352514573605731e-06 9.304505510954186320e-06 1.343547137366840616e-05
3.333333324917475693e-06 4.311804786993889138e-06 5.751774551754351705e-06 7.790528798068407923e-06 1.062961837305920199e-05
3.333333324917475693e-06 4.086549324711086228e-06 5.173975296202115715e-06 6.662822215730557218e-06 8.654204066260717809e-06
3.333333324917475693e-06 4.352382802608190104e-06 5.880921889911405742e-06 8.081442501861602068e-06 1.119490389100974426e-05
3.333333324917475693e-06 4.488006652536569163e-06 6.221487637958489358e-06 8.741296369407791644e-06 1.235598392668180168e-05
3.333333324917475693e-06 4.208890459267422557e-06 5.496312951436266303e-06 7.302680842258268967e-06 9.786112968868110329e-06
3.333333324917475693e-06 4.229544629197334871e-06 5.528770088858436793e-06 7.339090643654344603e-06 9.817746104090474546e-06
3.333333324917475693e-06 4.526679276750655845e-06 6.311509423539973795e-06 8.911476470530033112e-06 1.265733044419903308e-05
3.333333324917475693e-06 4.396897566039115191e-06 5.969258836557855830e-06 8.219532901421189308e-06 1.139553569373674691e-05
3.333333324917475693e-06 4.487956175580620766e-06 6.212676908035064116e-06 8.717453965800814331e-06 1.231202622875571251e-05
3.333333324917475693e-06 4.363786047179019079e-06 5.887946826987899840e-06 8.065090696618426591e-06 1.112861627916572616e-05
3.333333324917475693e-06 4.557035481411730871e-06 6.423645572795066983e-06 9.183982911054044962e-06 1.321454601566074416e-05
3.333333324917475693e-06 4.193690074316691607e-06 5.453263838717248291e-06 7.211719093902502209e-06 9.616610441298689693e-06
3.333333324917475693e-06 4.177293703833129257e-06 5.414502084022387862e-06 7.138073215173790231e-06 9.487594979873392731e-06
3.333333324917475693e-06 4.456422175280749798e-06 6.140648110886104405e-06 8.584503120800945908e-06 1.208198409585747868e-05
3.333333324917475693e-06 4.554540282697416842e-06 6.434770057239802554e-06 9.233608579961583018e-06 1.334305670752655715e-05
3.333333324917475693e-06 4.343183718447107822e-06 5.814624728373019025e-06 7.890627784945536405e-06 1.077874730981420726e-05
3.333333324917475693e-06 4.319901108829071745e-06 5.784188942925538868e-06 7.869579349062405527e-06 1.078801869880408049e-05
3.333333324917475693e-06 4.389038167573744431e-06 5.939936272625345737e-06 8.147418157022912055e-06 1.124721984524512663e-05
3.333333324917475693e-06 4.232358605804620311e-06 5.544960004044696689e-06 7.378136615443509072e-06 9.890188266581390053e-06
3.333333324917475693e-06 4.309264568291837350e-06 5.712424353987444192e-06 7.668119906156789511e-06 1.035694822348887101e-05
3.333333324917475693e-06 4.416135197971016169e-06 6.040827429387718439e-06 8.386966328544076532e-06 1.172224801848642528e-05
3.333333324917475693e-06 4.349365553935058415e-06 5.834030616824747995e-06 7.931359505164436996e-06 1.085157146007986739e-05
3.333333324917475693e-06 4.255029125488363206e-06 5.627444352285237983e-06 7.574455594294704497e-06 1.028086535370675847e-05
3.333333324917475693e-06 4.308323696022853255e-06 5.721297839045291767e-06 7.702857146796304733e-06 1.044185682985698804e-05
3.333333324917475693e-06 4.312659712013555691e-06 5.747655450250022113e-06 7.773782272124662995e-06 1.058922953234286979e-05
3.333333324917475693e-06 4.322123459132853895e-06 5.768598384747747332e-06 7.808030204614624381e-06 1.063877789420075715e-05
3.333333324917475693e-06 4.524125870375428349e-06 6.302422661974560469e-06 8.886377145245205611e-06 1.259875352843664587e-05
3.333333324917475693e-06 4.118563992960844189e-06 5.238586709310766309e-06 6.763675173715455458e-06 8.798201633908320218e-06
3.333333324917475693e-06 4.325498593971133232e-06 5.779095317848259583e-06 7.833902600395958871e-06 1.069412337528774515e-05
3.333333324917475693e-06 4.106675987713970244e-06 5.246037289907690138e-06 6.826890512456884608e-06 8.965046617959160358e-06
3.333333324917475693e-06 4.338412054494256154e-06 5.838079687237041071e-06 7.982573151821270585e-06 1.099545988836325705e-05
3.333333324917475693e-06 4.382068254926707596e-06 5.952191713731735945e-06 8.216503374569583684e-06 1.143047484220005572e-05
3.333333324917475693e-06 4.199817340122535825e-06 5.472949851537123322e-06 7.254166121128946543e-06 9.694583241071086377e-06
3.333333324917475693e-06 4.141435510973678902e-06 5.306428192852763459e-06 6.909897365403594449e-06 9.071880413102917373e-06
3.333333324917475693e-06 4.289414391678292304e-06 5.689146291842916980e-06 7.658131835341919214e-06 1.038112259266199544e-05
3.333333324917475693e-06 4.229783826303901151e-06 5.526672339328797534e-06 7.326024842768674716e-06 9.778082130651455373e-06
3.333333324917475693e-06 4.376629931357456371e-06 5.918604983889963478e-06 8.122590770653914660e-06 1.122765934269409627e-05
3.333333324917475693e-06 4.516493390838149935e-06 6.317116913123754784e-06 8.968918336904607713e-06 1.282166795135708526e-05
3.333333324917475693e-06 4.107295353605877608e-06 5.222368599788751453e-06 6.745858172507723793e-06 8.780674761510454118e-06
3.333333324917475693e-06 4.451250333659118041e-06 6.135155217634746805e-06 8.585815521655604243e-06 1.210136269946815446e-05
3.333333324917475693e-06 4.181386884738458320e-06 5.398332632466917858e-06 7.072708285704720765e-06 9.334145033790264279e-06
3.333333324917475693e-06 4.286956482246750966e-06 5.675081411027349532e-06 7.623067631357116625e-06 1.031332521961303428e-05
3.333333324917475693e-06 4.361383616924285889e-06 5.899770712858298793e-06 8.113735930237453431e-06 1.124755817727418616e-05
3.333333324917475693e-06 4.387800800031982362e-06 5.948901161900721490e-06 8.180400982382707298e-06 1.132342731580138206e-05
3.333333324917475693e-06 4.582711881084833294e-06 6.476241651398595423e-06 9.273751857108436525e-06 1.336319292022380978e-05
3.333333324917475693e-06 4.071192051924299449e-06 5.136055278853746131e-06 6.587863026652485132e-06 8.519396033079829067e-06
3.333333324917475693e-06 4.209458893456030637e-06 5.511059043783461675e-06 7.346239272010279819e-06 9.877308002614881843e-06
3.333333324917475693e-06 4.227119916322408244e-06 5.515363227459602058e-06 7.302696758415549994e-06 9.740761015564203262e-06
3.333333324917475693e-06 4.276601430319715291e-06 5.667456662195036188e-06 7.633955647179391235e-06 1.036450248648179695e-05
3.333333324917475693e-06 4.300932232581544667e-06 5.724778930016327649e-06 7.738040949334390461e-06 1.053646519721951336e-05
3.333333324917475693e-06 4.370973783807130530e-06 5.939916263741906732e-06 8.214264198613818735e-06 1.145348232967080548e-05
3.333333324917475693e-06 4.225607426633359864e-06 5.515628799912519753e-06 7.309437933145090938e-06 9.760990906215738505e-06
3.333333324917475693e-06 4.464898211153922603e-06 6.157895313663175330e-06 8.611561497673392296e-06 1.212077040690928698e-05
3.333333324917475693e-06 4.582648216455709189e-06 6.504491921077715233e-06 9.368170140078291297e-06 1.358060126221971586e-05
3.333333324917475693e-06 4.222158622724236920e-06 5.522204446606338024e-06 7.343496235989732668e-06 9.847198271017987281e-06
3.333333324917475693e-06 4.218069079797714949e-06 5.515339125850005075e-06 7.333442681556334719e-06 9.831969691731501371e-06
3.333333324917475693e-06 4.440609245648374781e-06 6.099346592236543074e-06 8.502731361659243703e-06 1.193656953546451405e-05
3.333333324917475693e-06 4.481132236833218485e-06 6.215124358277535066e-06 8.749467269808519632e-06 1.240300298377405852e-05
3.333333324917475693e-06 4.162190180068137124e-06 5.372691248339833692e-06 7.049193754937732592e-06 9.320016943092923611e-06
3.333333324917475693e-06 4.102713774045696482e-06 5.197545760893262923e-06 6.684849267912795767e-06 8.663825610710773617e-06
3.333333324917475693e-06 4.131016339670168236e-06 5.286591203912394121e-06 6.877785381220746785e-06 9.021076039061881602e-06
3.333333324917475693e-06 4.209091002849163488e-06 5.468918516271514818e-06 7.210914191091433167e-06 9.577650416758842766e-06
3.333333324917475693e-06 4.375409389467677101e-06 5.926923677179729566e-06 8.153184353432152420e-06 1.129797965404577553e-05
3.333333324917475693e-06 4.534279014478670433e-06 6.367602964019170031e-06 9.079636583919636905e-06 1.303967383137205616e-05
3.333333324917475693e-06 4.383650320960441604e-06 5.929528924752958119e-06 8.128800800477620214e-06 1.121317291108425707e-05
3.333333324917475693e-06 4.130072738917078823e-06 5.270431302051292732e-06 6.826351636846084148e-06 8.905668437364511192e-06
3.333333324917475693e-06 4.279261247575050220e-06 5.673320629284717143e-06 7.639469004061538726e-06 1.036174489854602143e-05
3.333333324917475693e-06 4.411848294694209471e-06 6.035204933141358197e-06 8.387294656131416559e-06 1.174157659988850355e-05
3.333333324917475693e-06 4.463056029635481536e-06 6.160619250294985250e-06 8.625685040897224098e-06 1.215526845044223592e-05
3.333333324917475693e-06 4.136984898650553077e-06 5.304538717609830201e-06 6.914355708431685343e-06 9.084869816433638334e-06
3.333333324917475693e-06 4.415760031406534836e-06 6.033582849340746179e-06 8.363771485164761543e-06 1.166940091934520751e-05
3.333333324917475693e-06 4.522578365140361711e-06 6.319650765362894163e-06 8.954302757047116756e-06 1.276887996937148273e-05
