0.619698739,0.519308853,0.273171031,0.122099084,0.172914758,0.317096011,0.55654182,0.562402927,0.213492843,0.08079025,0.061796659,0.02998653,0.020785193,0.00946385,0.002771123,0.004485542
0.319301334,0.985416083,0.487796974,0.161959202,0.043457132,0.199983061,0.510320273,0.645337023,0.461914023,0.127765373,0.052259648,0.026689505,0.013276439,0.010202657,0.003920819,0.003390143
0.177181347,0.519932314,1.523920062,0.40228849,0.05938339,0.039346697,0.198346896,0.482000139,0.554877033,0.213345961,0.079429942,0.024421556,0.01256076,0.012495837,0.008279825,0.003763107
0.085270794,0.163465517,0.458028607,1.290056515,0.196089567,0.048415237,0.049507148,0.244720805,0.439033509,0.369739798,0.186676223,0.058342071,0.016116042,0.015775648,0.005813182,0.002673678
0.147841719,0.070406143,0.084660924,0.357682788,1.208624753,0.20884702,0.05697034,0.02708363,0.136703171,0.319341915,0.190627979,0.108002556,0.019465102,0.005587547,0.004128936,0.003219009
0.397660319,0.178023205,0.04394779,0.082900107,0.23194145,0.992952407,0.221540036,0.030563016,0.014187695,0.070238021,0.159580842,0.116132246,0.043053965,0.008037659,0.001035009,0.004177613
0.482798834,0.547389366,0.270237757,0.053308475,0.063372806,0.197624097,0.880607065,0.191622708,0.083305813,0.017345129,0.031822033,0.0505875,0.046980189,0.007487717,0.003611244,0.002553287
0.453281251,0.742789331,0.601556869,0.233326523,0.030012409,0.032099732,0.145677653,0.917033132,0.176857632,0.037459357,0.022986548,0.016382851,0.029149293,0.016190688,0.006150219,0.001933274
0.212172102,0.500954033,0.651966803,0.448610261,0.103033093,0.026288588,0.089226324,0.186577277,0.732499506,0.120203151,0.036477074,0.006613792,0.023744853,0.025322575,0.011007036,0.004929929
0.136259136,0.278710324,0.45379325,0.618342354,0.338379181,0.08512813,0.030915998,0.093554338,0.165241713,0.757664407,0.142920689,0.033595936,0.014120676,0.009896321,0.009164918,0.014580465
0.194680345,0.178425258,0.332586995,0.412934,0.356064687,0.222835621,0.08839894,0.053725797,0.097244757,0.178224786,0.732492367,0.161745679,0.032856464,0.007848811,0.008560783,0.017963341
0.291724609,0.296161396,0.222645739,0.33221014,0.307790209,0.367345829,0.24990876,0.08111987,0.042156614,0.132226506,0.240030174,0.798260012,0.165735487,0.038899001,0.006050129,0.013890741
0.311345294,0.288344347,0.205889865,0.184573338,0.138437309,0.194156491,0.249502939,0.179676011,0.101879797,0.048114473,0.098837603,0.207234948,0.664001984,0.103621226,0.021956604,0.003799176
0.213624637,0.322172042,0.297049493,0.18085838,0.117946096,0.110641018,0.180064074,0.240918758,0.2555908,0.067540371,0.059720455,0.090416609,0.144707224,0.600704588,0.085739884,0.009133563
0.087535052,0.280314604,0.256361902,0.212742865,0.042000323,0.077568571,0.069270788,0.156575272,0.258790584,0.150311128,0.083948871,0.037343649,0.101478992,0.134146298,0.401519167,0.092435074
0.178670528,0.227239567,0.369938558,0.286083249,0.078801542,0.068464474,0.086063114,0.172615691,0.222536588,0.262969101,0.252851228,0.088713983,0.035285301,0.066994453,0.11522114,0.301984103
